"","StockName","AssetCategory","AssetClass","OpeningMarketValue","Weight","Units","UnitPrice","HoldingsDate","Creations","Redemptions","BenchmarkWeight","WeightedBenchmarkReturn","ActiveWeight","ActiveReturn","AllocationEffect","SelectionEffect","InteractionEffect","ActiveManagementEffect","PresentInPortfolio","BenchmarkName","WeightedPerformance","BenchmarkReturn","ActualPerformance","ClosingMarketValue","weightCalc"
"3341","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3342","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3343","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",7038,0.00042673,7038,1,"8/8/2019",0,0,0,0,0.043,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,7038,4.606598e-06
"3344","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.03,0,-3,2.098,0,0.063,2.035,0.063,0,"Nairobi All Share Index",0,0,0.02097902,0,0
"3345","Kengen Bond","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3346","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3347","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.03,0,-3,-9.756,0,-0.293,-9.463,-0.293,0,"Nairobi All Share Index",0,0,-0.09756098,0,0
"3348","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",128232,0.007774994,128232,0.9583333,"8/8/2019",0,0,0.03,0,-2.223,-4.167,0,-0.125,-4.042,-0.125,1,"Nairobi All Share Index",-0.000323958,0,-0.04166667,122889,8.043481e-05
"3349","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",877875,0.05322753,877875,0.9886667,"8/8/2019",0,0,0.04,0,1.323,-1.133,0,-0.045,-1.088,-0.045,1,"Nairobi All Share Index",-0.000603245,0,-0.01133333,867925.8,0.0005680854
"3350","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3351","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,-4.58,0,0,-4.58,0,0,"Nairobi All Share Index",0,0,-0.04580153,0,0
"3352","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3353","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3354","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.05,0,-5,0.999,0,0.05,0.949,0.05,0,"Nairobi All Share Index",0,0,0.009987516,0,0
"3355","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",215848.8,0.0130874,215848.8,0.9984568,"8/8/2019",0,0,0.02,0,-0.691,-0.154,0,-0.003,-0.151,-0.003,1,"Nairobi All Share Index",-2.01966e-05,0,-0.00154321,215515.7,0.000141062
"3356","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3357","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,-0.222,0,0,-0.222,0,0,"Nairobi All Share Index",0,0,-0.002217295,0,0
"3358","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3359","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3360","Longonot Place","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3361","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3362","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3363","Shell Bond","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3364","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3365","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.02,0,-2,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3366","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2944453,4856250,1,"8/8/2019",0,0,0,0,29.445,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"3367","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3368","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",712243.8,0.04318494,712243.8,1.015163,"8/8/2019",0,0,0.05,0,-0.682,1.516,0,0.076,1.441,0.076,1,"Nairobi All Share Index",0.000654828,0,0.01516335,723043.8,0.0004732555
"3369","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",60848.8,0.003689399,60848.8,1,"8/8/2019",0,0,0.01,0,-0.631,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,60848.8,3.98275e-05
"3370","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3371","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,8.085,0,0,8.085,0,0,"Nairobi All Share Index",0,0,0.08085106,0,0
"3372","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,13.765,0,0,13.765,0,0,"Nairobi All Share Index",0,0,0.1376518,0,0
"3373","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3374","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.01,0,-1,-1.096,0,-0.011,-1.085,-0.011,0,"Nairobi All Share Index",0,0,-0.0109589,0,0
"3375","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3376","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3377","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.1,0,-10,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3378","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3379","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3380","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3381","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3382","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3383","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3384","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3385","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3386","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,-0.278,0,0,-0.278,0,0,"Nairobi All Share Index",0,0,-0.002777778,0,0
"3387","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3388","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,2.302,0,0,2.302,0,0,"Nairobi All Share Index",0,0,0.0230179,0,0
"3389","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0.11,0,-11,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3390","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,-8.475,0,0,-8.475,0,0,"Nairobi All Share Index",0,0,-0.08474576,0,0
"3391","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3392","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3393","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/8/2019",0,0,0,0,0,-0.258,0,0,-0.258,0,0,"Nairobi All Share Index",0,0,-0.002583979,0,0
"3394","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.03,0,-3,0.676,0,0.02,0.655,0.02,0,"Nairobi All Share Index",0,0,0.006756757,0,0
"3395","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3396","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3397","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3085779,0.1866779,3085779,0.9961977,"8/9/2019",0,0,0.05,0,13.668,-0.38,0,-0.019,-0.361,-0.019,1,"Nairobi All Share Index",-0.000709802,0,-0.003802281,3074046,0.002012062
"3398","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3399","Longonot Place","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3400","Kengen Rights","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3401","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,3.03,0,0,3.03,0,0,"Nairobi All Share Index",0,0,0.03030303,0,0
"3402","NIC Rights Issue","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3403","A.Baumann Co. Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3404","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3405","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-3.051,0,0,-3.051,0,0,"Nairobi All Share Index",0,0,-0.03050848,0,0
"3406","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3407","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-0.602,0,0,-0.602,0,0,"Nairobi All Share Index",0,0,-0.006024096,0,0
"3408","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3409","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.05,0,-5,-0.93,0,-0.047,-0.884,-0.047,0,"Nairobi All Share Index",0,0,-0.009302326,0,0
"3410","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3411","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3412","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.05,0,-5,1.116,0,0.056,1.06,0.056,0,"Nairobi All Share Index",0,0,0.01116071,0,0
"3413","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.03,0,-3,-0.685,0,-0.021,-0.664,-0.021,0,"Nairobi All Share Index",0,0,-0.006849315,0,0
"3414","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.03,0,-3,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3415","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3416","East African Breweries Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.1,0,-10,0.865,0,0.087,0.779,0.087,0,"Nairobi All Share Index",0,0,0.008652658,0,0
"3417","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3418","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3419","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",215515.7,0.01303788,215515.7,0.9984544,"8/9/2019",0,0,0.02,0,-0.696,-0.155,0,-0.003,-0.151,-0.003,1,"Nairobi All Share Index",-2.01513e-05,0,-0.001545595,215182.6,0.000140844
"3420","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",179512,0.01085979,179512,0.9473684,"8/9/2019",0,0,0.04,0,-2.914,-5.263,0,-0.211,-5.053,-0.211,1,"Nairobi All Share Index",-0.000571568,0,-0.05263158,170064,0.0001113124
"3421","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.01,0,-1,-1.385,0,-0.014,-1.371,-0.014,0,"Nairobi All Share Index",0,0,-0.01385042,0,0
"3422","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.02,0,-2,-1.476,0,-0.03,-1.446,-0.03,0,"Nairobi All Share Index",0,0,-0.01476015,0,0
"3423","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3424","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3425","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.03,0,-3,-1.528,0,-0.046,-1.482,-0.046,0,"Nairobi All Share Index",0,0,-0.01528014,0,0
"3426","KPLC Rights","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3427","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3428","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,1.061,0,0,1.061,0,0,"Nairobi All Share Index",0,0,0.01061008,0,0
"3429","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-3.467,0,0,-3.467,0,0,"Nairobi All Share Index",0,0,-0.03466667,0,0
"3430","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.2937847,4856250,1,"8/9/2019",0,0,0,0,29.378,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,4856250,0.003178572
"3431","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3432","Co-operative Bank of Kenya Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.05,0,-5,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3433","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3434","KQ Rights","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3435","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3436","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3437","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",60848.8,0.003681121,60848.8,1.005435,"8/9/2019",0,0,0.01,0,-0.632,0.543,0,0.005,0.538,0.005,1,"Nairobi All Share Index",2.00061e-05,0,0.005434783,61179.5,4.004396e-05
"3438","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3439","Anglo African Property","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3440","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3441","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-0.889,0,0,-0.889,0,0,"Nairobi All Share Index",0,0,-0.008888889,0,0
"3442","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.02,0,-2,-8.136,0,-0.163,-7.973,-0.163,0,"Nairobi All Share Index",0,0,-0.08135593,0,0
"3443","KenGen Ltd Ord. 2.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.01,0,-1,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3444","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3445","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-0.345,0,0,-0.345,0,0,"Nairobi All Share Index",0,0,-0.003448276,0,0
"3446","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",122889,0.007434318,122889,1.026756,"8/9/2019",0,0,0.03,0,-2.257,2.676,0,0.08,2.595,0.08,1,"Nairobi All Share Index",0.000198912,0,0.02675585,126177,8.258692e-05
"3447","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3448","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3449","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3450","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5191857,0.3140876,5191857,1.008872,"8/9/2019",0,0,0.05,0,26.409,0.887,0,0.044,0.843,0.044,1,"Nairobi All Share Index",0.002786582,0,0.00887199,5237919,0.003428387
"3451","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-3.448,0,0,-3.448,0,0,"Nairobi All Share Index",0,0,-0.03448276,0,0
"3452","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3453","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.05,0,-5,-0.494,0,-0.025,-0.47,-0.025,0,"Nairobi All Share Index",0,0,-0.004944376,0,0
"3454","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,9.964,0,0,9.964,0,0,"Nairobi All Share Index",0,0,0.09964413,0,0
"3455","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",276450,0.01672418,276450,0.9793814,"8/9/2019",0,0,0.02,0,-0.328,-2.062,0,-0.041,-2.021,-0.041,1,"Nairobi All Share Index",-0.000344828,0,-0.02061856,270750,0.0001772146
"3456","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3457","Shell Bond","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3458","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",405600,0.02453726,405600,1.019231,"8/9/2019",0,0,0,0,2.454,1.923,0,0,1.923,0,1,"Nairobi All Share Index",0.00047187,0,0.01923077,413400,0.0002705836
"3459","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3460","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.05,0,-5,-0.962,0,-0.048,-0.913,-0.048,0,"Nairobi All Share Index",0,0,-0.009615385,0,0
"3461","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3462","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,-3.75,0,0,-3.75,0,0,"Nairobi All Share Index",0,0,-0.0375,0,0
"3463","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.03,0,-3,3.125,0,0.094,3.031,0.094,0,"Nairobi All Share Index",0,0,0.03125,0,0
"3464","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,2.073,0,0,2.073,0,0,"Nairobi All Share Index",0,0,0.02072539,0,0
"3465","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3466","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",324000,0.01960077,324000,1,"8/9/2019",0,0,0,0,1.96,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,324000,0.0002120685
"3467","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.01,0,-1,-5.991,0,-0.06,-5.931,-0.06,0,"Nairobi All Share Index",0,0,-0.05990783,0,0
"3468","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.01290112,213255,1,"8/9/2019",0,0,0,0,1.29,0,0,0,0,0,1,"Nairobi All Share Index",0,0,0,213255,0.0001395823
"3469","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",867925.8,0.05250621,867925.8,0.9979771,"8/9/2019",0,0,0.04,0,1.251,-0.202,0,-0.008,-0.194,-0.008,1,"Nairobi All Share Index",-0.000106216,0,-0.002022927,866170,0.0005669362
"3470","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3471","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0.11,0,-11,1.654,0,0.182,1.472,0.182,0,"Nairobi All Share Index",0,0,0.01654412,0,0
"3472","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",7038,0.000425772,7038,0.9705882,"8/9/2019",0,0,0,0,0.043,-2.941,0,0,-2.941,0,1,"Nairobi All Share Index",-1.25227e-05,0,-0.02941176,6831,4.47111e-06
"3473","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
"3474","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"8/9/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0,0,0,0
